Unnamed: 0,elbow,shoulder,hip,knee,elbow_std,shoulder_std,hip_std,knee_std,frame_number
21.0,166.38333333333333,15.12,173.65,172.83,1.1745181730146668,0.14829691669848985,0.5102905005117723,0.5580784759113174,1.0
24.0,167.21333333333334,14.553333333333333,172.65,170.01666666666668,0.4182780258615075,0.2526593740168726,0.5437430571530307,1.4305715310453735,4.0
27.0,170.30666666666664,14.216666666666667,172.69333333333336,168.82333333333335,1.5135537524423806,0.3082772645952984,0.38950049520313557,0.8006004822901858,7.0
30.0,174.9766666666667,15.316666666666668,175.6833333333333,163.99666666666667,2.3484745710041843,0.4747649993184026,1.3392147096581246,2.177111045303107,10.0
33.0,177.1833333333333,22.873333333333335,177.51333333333332,155.21333333333334,1.6737759521030486,3.3898948348035614,1.8719880261673965,4.334728307016609,13.0
36.0,176.55666666666664,39.73666666666667,175.57666666666668,130.88,1.1243625344892558,8.212547256989229,1.141913023638532,11.367690800513648,16.0
39.0,176.79666666666665,62.25,177.16666666666666,97.86333333333334,0.935563906476263,11.458354727751045,0.8278967326960407,17.417439541597904,19.0
42.0,175.87333333333333,84.39666666666666,176.88333333333333,77.86333333333333,1.456401857321436,11.942778868087814,1.2264941764750064,12.252162198948712,22.0
45.0,176.35999999999999,94.02,169.38666666666666,63.833333333333336,1.9222678459325528,6.693800524758899,3.629172241736235,7.488822180946073,25.0
48.0,170.58666666666667,112.64666666666666,171.62333333333333,39.65,3.6382724265754587,8.93236877977082,2.620239871774073,11.819142822078392,28.0
51.0,88.63333333333333,45.44333333333333,168.01666666666665,65.33999999999999,50.73886658619568,50.12375578555996,4.689449050512191,28.828779219422284,31.0
54.0,126.82333333333334,58.776666666666664,100.97666666666667,87.94333333333334,27.015116455391887,47.37300323948953,37.2120632426545,27.170191722922777,34.0
57.0,103.45666666666666,48.97,120.05,108.55333333333334,14.213614852195112,28.811350352992676,18.540811079239248,12.352049224848864,37.0
60.0,69.30666666666666,69.90666666666667,127.63333333333333,105.5,22.614069167216552,23.876818424946112,10.887913931290916,8.301274426676164,40.0
63.0,79.04333333333334,22.526666666666667,139.74333333333334,104.03000000000002,37.26368092604728,49.16420095335394,10.202504111546514,6.847205697681968,43.0
66.0,83.39999999999999,18.633333333333336,146.95000000000002,119.31333333333333,26.451247139230958,19.510233557092047,3.909238260058563,7.318383588589484,46.0
69.0,67.38666666666667,33.53333333333333,150.83333333333334,138.48666666666668,23.76398261978626,11.239224756372366,3.328514419406512,10.222690980021456,49.0
72.0,55.44,38.27,145.83333333333334,153.8033333333333,17.379569490716573,11.062357439692079,3.096135897455643,9.004207690927181,52.0
75.0,71.74333333333334,49.78,146.5,157.01666666666668,10.589458239662688,9.841173756100678,2.3952395412253367,3.6158790890614476,55.0
78.0,79.88333333333334,58.29,145.82000000000002,158.70666666666668,4.881190289916687,5.061034824396499,1.726665141391537,1.5577288922238244,58.0
