Unnamed: 0,elbow,shoulder,hip,knee,frame_number
1.0,162.20000000000002,17.39,167.89333333333335,172.82000000000002,1.0
4.0,161.09,14.196666666666667,168.98666666666668,168.28,4.0
7.0,159.14333333333335,14.013333333333335,171.51,176.49666666666667,7.0
10.0,151.18,9.166666666666666,175.71,177.77666666666664,10.0
13.0,179.17,23.456666666666667,164.19,170.03333333333333,13.0
16.0,175.37333333333333,19.403333333333332,163.79333333333332,175.7266666666667,16.0
19.0,171.91666666666666,12.36,164.37,165.04666666666665,19.0
22.0,164.71666666666667,4.736666666666666,171.5233333333333,145.64333333333335,22.0
25.0,153.38333333333333,0.20666666666666667,177.72,146.73333333333335,25.0
28.0,142.93666666666667,1.8399999999999999,178.87,159.96333333333334,28.0
31.0,139.69333333333333,3.9166666666666665,178.20666666666668,168.91333333333333,31.0
34.0,153.41666666666666,1.2933333333333332,177.34,172.2733333333333,34.0
37.0,166.24,0.8866666666666667,177.11,172.91333333333333,37.0
40.0,167.70666666666668,4.333333333333333,178.47333333333333,178.6966666666667,40.0
43.0,172.86,6.326666666666667,178.19333333333336,178.92666666666665,43.0
46.0,178.82666666666668,7.096666666666667,173.03,175.26333333333332,46.0
49.0,167.30333333333334,12.536666666666667,173.00333333333333,178.01666666666665,49.0
52.0,163.81333333333333,12.68,170.39,178.4,52.0
55.0,152.12333333333333,16.203333333333333,168.15666666666667,179.01,55.0
58.0,148.19333333333336,18.833333333333332,168.83666666666667,179.89,58.0
61.0,166.61666666666667,17.586666666666666,165.92,179.50666666666666,61.0
64.0,177.96,21.28333333333333,160.08,178.59,64.0
67.0,153.17666666666668,29.986666666666668,167.20000000000002,178.41666666666666,67.0
70.0,150.93666666666667,30.320000000000004,176.4333333333333,172.44666666666663,70.0
73.0,151.79333333333332,32.18666666666667,176.36333333333334,173.46333333333334,73.0
76.0,161.34333333333333,37.38666666666666,158.69333333333333,155.72,76.0
79.0,159.39666666666668,34.60666666666666,164.96,173.2266666666667,79.0
82.0,169.30666666666664,27.523333333333337,168.66666666666666,173.0666666666667,82.0
85.0,177.4766666666667,21.006666666666668,170.24666666666667,172.02666666666664,85.0
88.0,162.86333333333334,10.96,178.66,177.47666666666666,88.0
91.0,146.26666666666665,8.956666666666667,178.85666666666665,176.32666666666668,91.0
94.0,134.26666666666668,23.19333333333333,173.88333333333333,168.54666666666665,94.0
97.0,132.10666666666665,35.74333333333333,174.10666666666665,167.85999999999999,97.0
100.0,154.91333333333333,37.233333333333334,170.93666666666664,171.13,100.0
103.0,168.09666666666666,30.80333333333333,166.1833333333333,174.06333333333336,103.0
106.0,172.64333333333335,14.913333333333334,161.5,172.28333333333333,106.0
109.0,176.74333333333334,11.493333333333334,162.60666666666665,160.75666666666666,109.0
112.0,169.35,26.55666666666667,176.12,132.50666666666666,112.0
115.0,175.76666666666665,33.843333333333334,166.95666666666668,119.32666666666667,115.0
118.0,179.77999999999997,31.183333333333337,157.73,129.40333333333334,118.0
121.0,175.34666666666666,23.51,160.87333333333333,160.96666666666667,121.0
124.0,173.01,18.22666666666667,164.26333333333332,169.4466666666667,124.0
127.0,177.92999999999998,12.506666666666666,173.13333333333333,167.13333333333333,127.0
130.0,170.20666666666668,5.036666666666666,168.61666666666667,161.47666666666666,130.0
133.0,165.14666666666668,30.22,171.10666666666665,164.41333333333333,133.0
136.0,166.45000000000002,54.44,172.75,165.17333333333332,136.0
